Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,ID,EVConnectorTypes,Country,Access Code,Access Detail Code,Facility Type,EV Pricing
Guaranty Chevrolet,20 Highway 99 S,Junction City,OR,97448,541-234-3011,Public - Call ahead,Dealership business hours,Unknown,0,0,1,Non-Networked,44.214122,-123.205072,105360,CCS,US,Public,CALL,CAR_DEALER,No Fee
Airport Chevrolet,3001 Biddle Rd,Medford,OR,97504,541-622-2004,Public - Call ahead,Dealership business hours,Unknown,0,3,0,Non-Networked,42.361323,-122.876631,105364,J1772,US,Public,CALL,CAR_DEALER,No Fee
Airport Chevrolet,3001 Biddle Rd,Medford,OR,97504,541-622-2004,Public - Call ahead,Dealership business hours,Unknown,0,0,1,Non-Networked,42.361323,-122.876631,105364,CCS,US,Public,CALL,CAR_DEALER,No Fee
Palm Cottages - Tesla Destination,1065 Siskiyou Blvd,Ashland,OR,97520,"541-482-2636, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,42.188557,-122.69705,115344,J1772,US,Public,,HOTEL,No Fee
Palm Cottages - Tesla Destination,1065 Siskiyou Blvd,Ashland,OR,97520,"541-482-2636, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,42.188557,-122.69705,115344,TESLA,US,Public,,HOTEL,No Fee
The Peerless Hotel - Tesla Destination,243 4th St,Ashland,OR,97520,"541-488-1082, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,42.197532,-122.707815,115345,TESLA,US,Public,,HOTEL,No Fee
RedTail Inn - Tesla Destination,550 E Main St,Ashland,OR,97520,"541-778-8788, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,42.194127,-122.707956,115346,TESLA,US,Public,CALL,INN,No Fee
Plaza Inn & Suites Ashland Creek - Tesla Destination,98 Central Ave,Ashland,OR,97520,"541-488-8900, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,4,0,Tesla Destination,42.199523,-122.715393,115347,TESLA,US,Public,,HOTEL,No Fee
Bandon Dunes Golf Resort - Tesla Destination,57744 Round Lake,Bandon,OR,97411,"800-742.0172, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,43.186682,-124.38933,115348,J1772,US,Public,CALL,HOTEL,No Fee
Bandon Dunes Golf Resort - Tesla Destination,57744 Round Lake,Bandon,OR,97411,"800-742.0172, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,43.186682,-124.38933,115348,TESLA,US,Public,CALL,HOTEL,No Fee
Bandon Crossings Golf Course - Tesla Destination,87530 Dew Valley Ln,Bandon,OR,97411,"541-347-3232, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,43.034574,-124.406065,115349,J1772,US,Public,,REC_SPORTS_FACILITY,No Fee
Bandon Crossings Golf Course - Tesla Destination,87530 Dew Valley Ln,Bandon,OR,97411,"541-347-3232, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,43.034574,-124.406065,115349,TESLA,US,Public,,REC_SPORTS_FACILITY,No Fee
The Oxford Hotel - Tesla Destination,10 NW Minnesota Ave,Bend,OR,97701,"542-610-3401, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,44.05769,-121.312151,115350,J1772,US,Public,,HOTEL,No Fee
The Oxford Hotel - Tesla Destination,10 NW Minnesota Ave,Bend,OR,97701,"542-610-3401, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,44.05769,-121.312151,115350,TESLA,US,Public,,HOTEL,No Fee
Fairfield Inn & Suites Bend - Tesla Destination,1626 NW Wall St,Bend,OR,97701,"541-318-1747, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,44.066467,-121.308158,115352,J1772,US,Public,,HOTEL,No Fee
Fairfield Inn & Suites Bend - Tesla Destination,1626 NW Wall St,Bend,OR,97701,"541-318-1747, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,44.066467,-121.308158,115352,TESLA,US,Public,,HOTEL,No Fee
Brasada Ranch - Tesla Destination,16986 SW Brasada Ranch Rd,Bend,OR,97753,"855-259-6507, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,8,0,Tesla Destination,44.153848,-121.054257,115353,J1772,US,Public,,HOTEL,No Fee
Brasada Ranch - Tesla Destination,16986 SW Brasada Ranch Rd,Bend,OR,97753,"855-259-6507, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,8,0,Tesla Destination,44.153848,-121.054257,115353,TESLA,US,Public,,HOTEL,No Fee
Mount Bachelor Village Resort - Tesla Destination,19717  Mt. Bachelor Dr,Bend,OR,97702,"800-547-5204, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,44.03486,-121.33283,115354,TESLA,US,Public,CALL,HOTEL,No Fee
Riverhouse Hotel & Convention Center - Tesla Destination,3075 US-97 BUS,Bend,OR,97701,"541-389-3111, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,44.08071,-121.305244,115355,TESLA,US,Public,,HOTEL,No Fee
Sunriver Resort - Tesla Destination,57071 Great Hall Loop,Bend,OR,97707,"800-801-8765, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,1,0,Tesla Destination,43.871284,-121.444202,115356,TESLA,US,Public,,HOTEL,No Fee
Tetherow Lodge & Golf Course - Tesla Destination,61238  Skyline Ranch Rd,Bend,OR,97702,"877-298-2582, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,44.02464,-121.366469,115357,J1772,US,Public,,HOTEL,No Fee
Tetherow Lodge & Golf Course - Tesla Destination,61238  Skyline Ranch Rd,Bend,OR,97702,"877-298-2582, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,44.02464,-121.366469,115357,TESLA,US,Public,,HOTEL,No Fee
TownePlace Inn & Suites Bend - Tesla Destination,755 SW 13th Pl,Bend,OR,97702,"541-382-5006, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,44.042835,-121.330692,115358,J1772,US,Public,,HOTEL,No Fee
TownePlace Inn & Suites Bend - Tesla Destination,755 SW 13th Pl,Bend,OR,97702,"541-382-5006, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,44.042835,-121.330692,115358,TESLA,US,Public,,HOTEL,No Fee
Deschutes Brewery - Tesla Destination,901 SW Simpson Ave,Bend,OR,97702,"541-385-8606, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,4,0,Tesla Destination,44.046772,-121.322153,115359,J1772,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Deschutes Brewery - Tesla Destination,901 SW Simpson Ave,Bend,OR,97702,"541-385-8606, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,4,0,Tesla Destination,44.046772,-121.322153,115359,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Cannon Beach Hotel - Tesla Destination,1116 S Hemlock St,Cannon Beach,OR,97110,"503-436-1392, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,45.889872,-123.962172,115360,J1772,US,Public,,HOTEL,No Fee
Cannon Beach Hotel - Tesla Destination,1116 S Hemlock St,Cannon Beach,OR,97110,"503-436-1392, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,45.889872,-123.962172,115360,TESLA,US,Public,,HOTEL,No Fee
Surfsand Resort - Tesla Destination,148  W Gower Ave,Cannon Beach,OR,97110,"800-547-6100, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,5,0,Tesla Destination,45.890582,-123.962988,115361,J1772,US,Public,,HOTEL,No Fee
Surfsand Resort - Tesla Destination,148  W Gower Ave,Cannon Beach,OR,97110,"800-547-6100, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,5,0,Tesla Destination,45.890582,-123.962988,115361,TESLA,US,Public,,HOTEL,No Fee
Stephanie Inn - Tesla Destination,2740  S Pacific St,Cannon Beach,OR,97145,"503-436-2221, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,5,0,Tesla Destination,45.877155,-123.961875,115362,J1772,US,Public,CALL,INN,No Fee
Stephanie Inn - Tesla Destination,2740  S Pacific St,Cannon Beach,OR,97145,"503-436-2221, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,5,0,Tesla Destination,45.877155,-123.961875,115362,TESLA,US,Public,CALL,INN,No Fee
The Courtyard - Tesla Destination,964 S Hemlock St,Cannon Beach,OR,97110,"503-436-1392, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,45.890974,-123.962233,115363,J1772,US,Public,,HOTEL,No Fee
The Courtyard - Tesla Destination,964 S Hemlock St,Cannon Beach,OR,97110,"503-436-1392, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,45.890974,-123.962233,115363,TESLA,US,Public,,HOTEL,No Fee
Red Lion Hotel Coos Bay - Tesla Destination,1313 North Bayshore Dr,Coos Bay,OR,97420,"541-267-4141, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,43.377235,-124.217313,115364,J1772,US,Public,,HOTEL,No Fee
Red Lion Hotel Coos Bay - Tesla Destination,1313 North Bayshore Dr,Coos Bay,OR,97420,"541-267-4141, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,43.377235,-124.217313,115364,TESLA,US,Public,,HOTEL,No Fee
University Inn Corvallis - Tesla Destination,350 SW 4th St,Corvallis,OR,97333,"541-753-4496, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,4,0,Tesla Destination,44.562057,-123.263617,115365,TESLA,US,Public,,INN,No Fee
Best Western Corvallis - Tesla Destination,925 NW Garfield Ave,Corvallis,OR,97330,"541-758-8571, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,44.583488,-123.258543,115366,TESLA,US,Public,,HOTEL,No Fee
Crater Lake National Park - Tesla Destination,569 Mazama Dr,Crater Lake,OR,97604,"888-774-2728, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,42.867509,-122.167297,115367,J1772,US,Public,,NATL_PARK,No Fee
Crater Lake National Park - Tesla Destination,569 Mazama Dr,Crater Lake,OR,97604,"888-774-2728, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,42.867509,-122.167297,115367,TESLA,US,Public,,NATL_PARK,No Fee
Stoller Family Estate - Tesla Destination,16161 NE McDougall Rd,Dayton,OR,97114,"503-864-3404, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.24117,-123.069729,115368,J1772,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Stoller Family Estate - Tesla Destination,16161 NE McDougall Rd,Dayton,OR,97114,"503-864-3404, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.24117,-123.069729,115368,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Domaine Serene - Tesla Destination,6555 NE Hilltop Ln,Dayton,OR,97114,"503-864-4600, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.27009,-123.069863,115369,J1772,US,Public,CALL,OTHER_ENTERTAINMENT,No Fee
Domaine Serene - Tesla Destination,6555 NE Hilltop Ln,Dayton,OR,97114,"503-864-4600, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.27009,-123.069863,115369,TESLA,US,Public,CALL,OTHER_ENTERTAINMENT,No Fee
Domaine Drouhin - Tesla Destination,6750 NE Breyman Orchards Rd,Dayton,OR,97114,"503-864-2700, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,1,0,Tesla Destination,45.265248,-123.055793,115370,TESLA,US,Public,,OTHER_ENTERTAINMENT,No Fee
"Whale Cove Inn, a Select Registry Property - Tesla Destination",2345 S Highway 101,Depoe Bay,OR,97341,"541-765-4300, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,1,0,Tesla Destination,44.786899,-124.070605,115371,TESLA,US,Public,,INN,No Fee
Lange Estate Winery and Vineyards - Tesla Destination,18380 NE Buena Vista Dr,Dundee,OR,97115,"503-538-6476, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,1,0,Tesla Destination,45.294038,-123.040682,115372,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Hyland Estates - Tesla Destination,20980 NE Niederberger Rd,Dundee,OR,97115,"503-554-4200, 877-798-3752",Public,24 hours daily,Unknown,0,1,0,Tesla Destination,45.268997,-123.020986,115373,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Estacada City Hall - Tesla Destination,475 SE Main St,Estacada,OR,97023,"503-630-8270, 877-798-3752",Public,24 hours daily,Unknown,0,4,0,Tesla Destination,45.286178,-122.334465,115374,J1772,US,Public,,OFFICE_BLDG,No Fee
Estacada City Hall - Tesla Destination,475 SE Main St,Estacada,OR,97023,"503-630-8270, 877-798-3752",Public,24 hours daily,Unknown,0,4,0,Tesla Destination,45.286178,-122.334465,115374,TESLA,US,Public,,OFFICE_BLDG,No Fee
Riverhouse Inn - Tesla Destination,1202 Bay St,Florence,OR,97439,"541-997-3933, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,4,0,Tesla Destination,43.966643,-124.109379,115375,J1772,US,Public,CALL,INN,No Fee
Riverhouse Inn - Tesla Destination,1202 Bay St,Florence,OR,97439,"541-997-3933, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,4,0,Tesla Destination,43.966643,-124.109379,115375,TESLA,US,Public,CALL,INN,No Fee
Old Town Inn - Tesla Destination,170 US-101,Florence,OR,97439,"541-997-7131, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,4,0,Tesla Destination,43.967603,-124.107901,115376,J1772,US,Public,CALL,INN,No Fee
Old Town Inn - Tesla Destination,170 US-101,Florence,OR,97439,"541-997-7131, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,4,0,Tesla Destination,43.967603,-124.107901,115376,TESLA,US,Public,CALL,INN,No Fee
Driftwood Shores Resort & Conference Center - Tesla Destination,88416 1st Ave,Florence,OR,97439,"541-997-8263, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,6,0,Tesla Destination,44.036758,-124.132855,115377,J1772,US,Public,,HOTEL,No Fee
Driftwood Shores Resort & Conference Center - Tesla Destination,88416 1st Ave,Florence,OR,97439,"541-997-8263, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,6,0,Tesla Destination,44.036758,-124.132855,115377,TESLA,US,Public,,HOTEL,No Fee
Apolloni Vineyards Winery - Tesla Destination,14135 NW Timmerman Rd,Forest Grove,OR,97116,"503-359-3606, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.622895,-123.21977,115378,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Crater Lake Resort - Tesla Destination,50711  Highway 62,Fort Klamath,OR,97626,"541-381-2349, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,1,0,Tesla Destination,42.684216,-121.973428,115379,TESLA,US,Public,,HOTEL,No Fee
Salishan Spa and Golf Resort - Tesla Destination,7760 U.S. 101,Gleneden Beach,OR,97388,"541-764-3600, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,8,0,Tesla Destination,44.892644,-124.019417,115380,TESLA,US,Public,,HOTEL,No Fee
Columbia Cliffs Villas - Tesla Destination,3880 Westcliff Dr,Hood River,OR,97031,"866-912-8366, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,45.711261,-121.553014,115381,J1772,US,Public,,HOTEL,No Fee
Columbia Cliffs Villas - Tesla Destination,3880 Westcliff Dr,Hood River,OR,97031,"866-912-8366, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,45.711261,-121.553014,115381,TESLA,US,Public,,HOTEL,No Fee
Grant County Chamber of Commerce - Tesla Destination,301 W Main St,John Day,OR,97845,"541-575-0547, 877-798-3752",Public,24 hours daily,Unknown,0,1,0,Tesla Destination,44.416613,-118.954696,115382,TESLA,US,Public,,RESTAURANT,No Fee
Bronze Antler Bed & Breakfast - Tesla Destination,309 South Main St,Joseph,OR,97846,"541-432-0230, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.348876,-117.229797,115383,J1772,US,Public,CALL,B_AND_B,No Fee
Bronze Antler Bed & Breakfast - Tesla Destination,309 South Main St,Joseph,OR,97846,"541-432-0230, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.348876,-117.229797,115383,TESLA,US,Public,CALL,B_AND_B,No Fee
Pfeiffer Winery - Tesla Destination,25040 Jaeg Rd,Junction City,OR,97448,"541-998-2828, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,4,0,Tesla Destination,44.237008,-123.363456,115384,J1772,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Pfeiffer Winery - Tesla Destination,25040 Jaeg Rd,Junction City,OR,97448,"541-998-2828, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,4,0,Tesla Destination,44.237008,-123.363456,115384,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Running Y Ranch Resort - Tesla Destination,5500 Running Y Rd,Klamath Falls,OR,97601,"541-850-5500, 877-798-3752",Public,24 hours daily; see front desk for access,Unknown,0,2,0,Tesla Destination,42.276661,-121.885676,115385,J1772,US,Public,,HOTEL,No Fee
Running Y Ranch Resort - Tesla Destination,5500 Running Y Rd,Klamath Falls,OR,97601,"541-850-5500, 877-798-3752",Public,24 hours daily; see front desk for access,Unknown,0,2,0,Tesla Destination,42.276661,-121.885676,115385,TESLA,US,Public,,HOTEL,No Fee
Babica Hen Cafe - Tesla Destination,15964 Boones Ferry Rd,Lake Oswego,OR,97035,"503-636-4012, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,45.409642,-122.719662,115386,J1772,US,Public,,RESTAURANT,No Fee
Babica Hen Cafe - Tesla Destination,15964 Boones Ferry Rd,Lake Oswego,OR,97035,"503-636-4012, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,45.409642,-122.719662,115386,TESLA,US,Public,,RESTAURANT,No Fee
Lake Oswego - Tesla Destination,209 A St,Lake Oswego,OR,97219,"503-635-0280, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,45.419827,-122.66573,115387,J1772,US,Public,,MUNI_GOV,No Fee
Lake Oswego - Tesla Destination,209 A St,Lake Oswego,OR,97219,"503-635-0280, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,45.419827,-122.66573,115387,TESLA,US,Public,,MUNI_GOV,No Fee
"Youngberg Hill, a Select Registry Property - Tesla Destination",10660 SW Youngberg Hill Rd,McMinnville,OR,97128,"503-472-2727, 877-798-3752",Public,24 hours daily,Unknown,0,1,0,Tesla Destination,45.179578,-123.279462,115389,TESLA,US,Public,,HOTEL,No Fee
Lawrence Gallery - Tesla Destination,19700 SW Hwy 18,McMinnville,OR,97128,"503-437-4038, 877-798-3752",Public,24 hours daily,Unknown,0,1,0,Tesla Destination,45.115299,-123.317723,115390,TESLA,US,Public,,MUSEUM,No Fee
Atticus Hotel - Tesla Destination,352 NE Ford St,McMinnville,OR,97128,"503-472-1975, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,45.210616,-123.193085,115391,J1772,US,Public,,HOTEL,No Fee
Atticus Hotel - Tesla Destination,352 NE Ford St,McMinnville,OR,97128,"503-472-1975, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,45.210616,-123.193085,115391,TESLA,US,Public,,HOTEL,No Fee
2Hawk Vineyard and Winery - Tesla Destination,2335 N Phoenix Rd,Medford,OR,97504,"541-779-9463, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,42.296722,-122.810479,115392,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
City of Milwaukie - Tesla Destination,1950 SE Jackson St,Milwaukie,OR,97222,"503-786-7555, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,45.444467,-122.642042,115393,J1772,US,Public,,MUNI_GOV,No Fee
City of Milwaukie - Tesla Destination,1950 SE Jackson St,Milwaukie,OR,97222,"503-786-7555, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,45.444467,-122.642042,115393,TESLA,US,Public,,MUNI_GOV,No Fee
Inn at Red Hills - Tesla Destination,410 Hwy 99W,Newberg,OR,97132,"503-538-7666, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.272167,-123.016364,115394,J1772,US,Public,CALL,INN,No Fee
Inn at Red Hills - Tesla Destination,410 Hwy 99W,Newberg,OR,97132,"503-538-7666, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.272167,-123.016364,115394,TESLA,US,Public,CALL,INN,No Fee
Oceanside Inn - Tesla Destination,1440 Pacific Ave NW,Oceanside,OR,97134,"503-208-9861, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,45.459395,-123.969124,115395,J1772,US,Public,,INN,No Fee
Oceanside Inn - Tesla Destination,1440 Pacific Ave NW,Oceanside,OR,97134,"503-208-9861, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,45.459395,-123.969124,115395,TESLA,US,Public,,INN,No Fee
WildSpring Guest Habitat - Tesla Destination,92978 Cemetary Loop Rd,Port Orford,OR,97465,"541-332-0977, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,42.742786,-124.486407,115397,J1772,US,Public,CALL,HOTEL,No Fee
WildSpring Guest Habitat - Tesla Destination,92978 Cemetary Loop Rd,Port Orford,OR,97465,"541-332-0977, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,42.742786,-124.486407,115397,TESLA,US,Public,CALL,HOTEL,No Fee
Hotel Eastlund - Tesla Destination,1021 NE Grand Ave,Portland,OR,97232,"503-235-2100, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,5,0,Tesla Destination,45.530443,-122.661149,115398,J1772,US,Public,,HOTEL,No Fee
Hotel Eastlund - Tesla Destination,1021 NE Grand Ave,Portland,OR,97232,"503-235-2100, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,5,0,Tesla Destination,45.530443,-122.661149,115398,TESLA,US,Public,,HOTEL,No Fee
Best Western Inn at the Meadows - Tesla Destination,1215 N Hayden Meadows Dr,Portland,OR,97217,"855-286-9600, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,5,0,Tesla Destination,45.593738,-122.680684,115399,J1772,US,Public,CALL,HOTEL,No Fee
Best Western Inn at the Meadows - Tesla Destination,1215 N Hayden Meadows Dr,Portland,OR,97217,"855-286-9600, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,5,0,Tesla Destination,45.593738,-122.680684,115399,TESLA,US,Public,CALL,HOTEL,No Fee
Portland Marriott Downtown Waterfront - Tesla Destination,1401 SW Naito Pkwy,Portland,OR,97201,"503-226-7600, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,6,0,Tesla Destination,45.512928,-122.675369,115400,J1772,US,Public,,HOTEL,No Fee
Portland Marriott Downtown Waterfront - Tesla Destination,1401 SW Naito Pkwy,Portland,OR,97201,"503-226-7600, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,6,0,Tesla Destination,45.512928,-122.675369,115400,TESLA,US,Public,,HOTEL,No Fee
Kimpton RiverPlace Hotel - Tesla Destination,1510 SW Harbor Wy,Portland,OR,97201,"503-228-3233, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,2,0,Tesla Destination,45.511322,-122.674245,115401,TESLA,US,Public,,HOTEL,No Fee
Residence Inn Portland Downtown Lloyd Center - Tesla Destination,1710 NE Multnomah St,Portland,OR,97232,"503-288-1400, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,4,0,Tesla Destination,45.530864,-122.647765,115402,J1772,US,Public,,HOTEL,No Fee
Residence Inn Portland Downtown Lloyd Center - Tesla Destination,1710 NE Multnomah St,Portland,OR,97232,"503-288-1400, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,4,0,Tesla Destination,45.530864,-122.647765,115402,TESLA,US,Public,,HOTEL,No Fee
Oregon Museum of Science & Industry - Tesla Destination,1945 SE Water St,Portland,OR,97214,"503-797-4000, 877-798-3752",Public,24 hours daily,Unknown,0,3,0,Tesla Destination,45.508376,-122.664644,115403,J1772,US,Public,,MUSEUM,No Fee
Oregon Museum of Science & Industry - Tesla Destination,1945 SE Water St,Portland,OR,97214,"503-797-4000, 877-798-3752",Public,24 hours daily,Unknown,0,3,0,Tesla Destination,45.508376,-122.664644,115403,TESLA,US,Public,,MUSEUM,No Fee
Embassy Suites by Hilton Portland Downtown - Tesla Destination,319 SW Pine St,Portland,OR,97204,"503-279-9000, 877-798-3752",Public,24 hours daily; see valet for access,Unknown,0,2,0,Tesla Destination,45.522061,-122.674064,115404,J1772,US,Public,,HOTEL,No Fee
Embassy Suites by Hilton Portland Downtown - Tesla Destination,319 SW Pine St,Portland,OR,97204,"503-279-9000, 877-798-3752",Public,24 hours daily; see valet for access,Unknown,0,2,0,Tesla Destination,45.522061,-122.674064,115404,TESLA,US,Public,,HOTEL,No Fee
Hampton Inn & Suites Portland/Pearl District - Tesla Destination,354 NW 9th Ave,Portland,OR,97209,"503-222-5200, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,1,0,Tesla Destination,45.525661,-122.679988,115405,TESLA,US,Public,,HOTEL,No Fee
Kimpton Hotel Monaco Portland - Tesla Destination,506 SW Washington St,Portland,OR,97204,"503-222-0001, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,45.519888,-122.677365,115406,TESLA,US,Public,,HOTEL,No Fee
Hotel Modera - Tesla Destination,515 SW Clay St,Portland,OR,97201,"503-484-1084, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,2,0,Tesla Destination,45.51396,-122.680759,115407,J1772,US,Public,,HOTEL,No Fee
Hotel Modera - Tesla Destination,515 SW Clay St,Portland,OR,97201,"503-484-1084, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,2,0,Tesla Destination,45.51396,-122.680759,115407,TESLA,US,Public,,HOTEL,No Fee
